1,CS,101,Intro to CS Principles
2,CS,111,Intro to CS I: Java
3,CS,112,Intro to CS II: Java
4,CS,113,Data Structures
5,CS,138,Programming with Python
6,CS,150,C++ Programming
7,CS,151,Advanced C++ Programming
8,CS,155,C# and the .NET Framework
9,CS,220,Computer Architecture
10,CS,226,Discrete Structures
11,CS,299,Cooperative Work Experience
