2384,Fall 2020,1,3
2552,Fall 2020,1,12
1583,Fall 2020,2,4
1585,Fall 2020,2,13
1772,Fall 2020,2,3
1856,Fall 2020,2,8
1959,Fall 2020,2,2
1961,Fall 2020,2,6
2195,Fall 2020,2,5
1589,Fall 2020,3,2
1896,Fall 2020,3,2
2121,Fall 2020,3,6
2710,Fall 2020,3,1
2062,Fall 2020,4,11
2221,Fall 2020,4,7
1927,Fall 2020,5,9
2735,Fall 2020,5,9
1715,Fall 2020,6,10
1587,Fall 2020,6,12
3228,Fall 2020,7,10
2060,Fall 2020,8,14
2148,Fall 2020,9,2
3226,Fall 2020,9,14
3230,Fall 2020,10,3
2933,Fall 2020,11,14
